City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
453,Maun,BW,-19.9833,23.4167,44.67,64,0,5.73,clear sky
454,Udachnyy,RU,66.4167,112.4,86.47,38,43,7.9,scattered clouds
455,Boa Vista,PT,41.0667,-8.6333,62.47,87,0,5.06,clear sky
456,Fairbanks,US,64.8378,-147.7164,60.1,92,100,7.65,light rain
457,Rodino,RU,52.5,80.25,63.88,47,80,6.2,broken clouds
458,Bilibino,RU,68.0546,166.4372,43.5,77,100,2.15,overcast clouds
459,Tabou,CI,4.423,-7.3528,76.33,75,100,8.77,overcast clouds
460,Hasaki,JP,35.7333,140.8333,88.29,77,100,22.3,overcast clouds
461,Ramsgate,GB,51.3358,1.4155,64.0,89,99,4.0,overcast clouds
462,Yumen,CN,40.2833,97.2,88.02,13,0,8.46,clear sky
463,Natal,BR,-5.795,-35.2094,75.42,94,40,4.61,scattered clouds
464,Kailua,US,21.4022,-157.7394,80.15,73,100,17.63,overcast clouds
465,Homer,US,59.6425,-151.5483,68.07,73,96,13.0,overcast clouds
466,Bonfim,BR,3.0833,-59.95,72.68,94,97,6.55,overcast clouds
467,Sept-Iles,CA,50.2001,-66.3821,59.05,75,90,3.0,overcast clouds
468,Coquimbo,CL,-29.9533,-71.3436,53.46,74,0,1.19,clear sky
469,Pangai,TO,-19.8,-174.35,72.27,84,100,15.21,light rain
470,Bayir,TR,37.2687,28.2167,75.72,52,0,5.17,clear sky
471,Gweta,BW,-20.1833,25.2333,47.1,56,0,7.54,clear sky
472,Marang,MY,5.2056,103.2059,87.44,64,74,1.19,broken clouds
473,Pandrup,DK,57.2215,9.6757,60.71,100,92,6.91,overcast clouds
474,Carballo,ES,43.213,-8.691,64.09,90,68,4.18,broken clouds
475,Ghugus,IN,19.9333,79.1333,78.28,78,100,11.5,overcast clouds
476,Tessalit,ML,20.1986,1.0114,85.75,46,75,11.72,broken clouds
477,Knysna,ZA,-34.0363,23.0471,54.57,87,100,6.85,light rain
478,Beringovskiy,RU,63.05,179.3167,47.79,88,100,23.47,light rain
479,Micheweni,TZ,-4.9667,39.8333,73.85,82,24,13.71,few clouds
480,Margate,GB,51.3813,1.3862,64.04,90,100,4.0,overcast clouds
481,Tsogni,GA,-2.7942,10.0988,71.71,86,90,2.06,overcast clouds
482,Soria,ES,41.6667,-2.6667,59.02,86,25,5.06,scattered clouds
483,Statesboro,US,32.4488,-81.7832,80.4,89,75,0.0,thunderstorm
484,Berbera,SO,10.4396,45.0143,87.66,44,97,30.22,overcast clouds
485,Alekseyevka,RU,50.6309,38.6903,72.55,51,64,1.23,broken clouds
486,Gat,IL,31.61,34.7642,77.92,100,0,3.02,clear sky
487,Kuopio,FI,62.8924,27.677,64.35,82,0,5.75,clear sky
488,Yinchuan,CN,38.4681,106.2731,85.53,29,1,4.38,clear sky
489,Jumla,NP,29.2747,82.1838,69.35,83,99,2.71,overcast clouds
490,Krasnoselkup,RU,65.7,82.4667,54.37,67,97,5.19,overcast clouds
491,Kununurra,AU,-15.7667,128.7333,91.38,38,17,5.75,few clouds
492,Puqi,CN,29.7167,113.8833,83.07,84,74,8.79,broken clouds
493,Yeppoon,AU,-23.1333,150.7333,78.58,59,64,11.23,broken clouds
494,Kushmurun,KZ,52.4503,64.6311,66.49,47,91,6.67,overcast clouds
495,Mandurah,AU,-32.55,115.7,63.16,65,51,23.71,broken clouds
496,Barabai,ID,-2.5833,115.3833,93.4,44,71,1.45,broken clouds
497,Korla,CN,41.7597,86.1469,95.95,13,7,8.55,clear sky
498,Sokolovo,RU,52.5318,84.7896,68.92,47,1,3.33,clear sky
499,Hauterive,FR,46.0901,3.4459,61.56,96,100,3.06,overcast clouds
500,Lumby,CA,50.2498,-118.969,78.42,41,50,3.24,scattered clouds
501,Pereslavl-Zalesskiy,RU,56.7393,38.8563,66.47,69,33,4.83,scattered clouds
502,Kalaleh,IR,37.3807,55.4916,82.0,78,75,6.91,broken clouds
503,Issoire,FR,45.55,3.25,60.06,94,92,1.57,overcast clouds
504,Ust-Maya,RU,60.4167,134.5333,76.21,38,23,7.9,few clouds
505,Sisophon,KH,13.5859,102.9737,89.89,59,100,15.12,overcast clouds
506,Kropotkin,RU,45.4375,40.5756,67.48,59,10,6.6,clear sky
507,Mawlaik,MM,23.6333,94.4167,76.41,99,100,1.41,overcast clouds
508,Coahuayana,MX,18.7333,-103.6833,78.06,93,99,2.73,overcast clouds
509,Pangnirtung,CA,66.1451,-65.7125,49.42,74,100,2.24,overcast clouds
510,Belmonte,BR,-15.8631,-38.8828,68.5,86,7,6.49,clear sky
511,Ayan,RU,56.45,138.1667,63.01,84,26,15.75,scattered clouds
512,Luau,AO,-10.7073,22.2247,52.61,47,99,3.18,overcast clouds
513,Voskevan,AM,41.1202,45.0653,62.46,91,100,2.08,overcast clouds
514,Baglung,NP,28.2719,83.5898,80.01,76,64,4.9,broken clouds
515,Shakawe,BW,-18.3667,21.85,44.38,67,1,5.57,clear sky
516,Lokosovo,RU,61.1333,74.8167,56.88,91,98,7.94,light rain
517,Hongjiang,CN,27.11,109.9956,95.76,46,0,2.55,clear sky
518,Pendleton,US,45.6721,-118.7886,79.95,47,100,4.0,overcast clouds
519,Tete,MZ,-16.1564,33.5867,64.49,82,75,0.0,broken clouds
520,Tautira,PF,-17.7333,-149.15,78.82,70,79,7.87,broken clouds
521,Sakaiminato,JP,35.55,133.2333,82.35,66,24,8.14,few clouds
522,Edd,ER,13.9297,41.6925,89.94,62,62,3.33,broken clouds
523,Cotonou,BJ,6.3654,2.4183,76.98,88,40,11.5,scattered clouds
524,Kralendijk,BQ,12.15,-68.2667,80.69,80,7,15.17,clear sky
525,Dvinskoy,RU,62.1535,45.1175,53.78,64,1,4.05,clear sky
526,Goderich,CA,43.7501,-81.7165,66.9,74,0,5.97,clear sky
527,Vilyuysk,RU,63.7553,121.6247,76.96,32,22,8.28,few clouds
528,Turka,UA,49.1541,23.0297,67.15,90,15,5.26,few clouds
529,Firminy,FR,45.3873,4.2907,60.82,94,0,8.05,clear sky
530,Kamyaran,IR,34.7956,46.9355,76.95,16,0,2.13,clear sky
531,Solvychegodsk,RU,61.3305,46.9156,52.56,66,6,5.59,clear sky
532,Weiser,US,44.251,-116.9693,88.32,28,19,15.17,few clouds
533,Adrar,MR,20.5022,-10.0711,83.95,38,100,11.1,overcast clouds
534,Sistranda,NO,63.7256,8.834,66.16,75,76,21.61,broken clouds
535,Faya,SA,18.3851,42.4509,63.25,83,72,5.32,broken clouds
536,Kattivakkam,IN,13.2167,80.3167,89.69,54,100,13.73,overcast clouds
537,Mata,PT,40.683,-7.4592,59.79,77,0,5.66,clear sky
538,Fredericton,CA,45.9454,-66.6656,61.84,89,66,1.01,broken clouds
539,Navirai,BR,-23.065,-54.1906,50.36,46,79,9.51,broken clouds
540,Mashivka,UA,49.4431,34.8669,71.83,54,8,4.81,clear sky
541,Tezu,IN,27.9167,96.1667,93.54,52,64,2.93,broken clouds
542,Portland,US,45.5234,-122.6762,80.67,48,100,1.01,overcast clouds
543,Mnogovershinnyy,RU,53.9353,139.9242,78.75,44,99,0.96,overcast clouds
544,Tateyama,JP,34.9833,139.8667,89.15,79,88,19.82,overcast clouds
545,Bandarbeyla,SO,9.4942,50.8122,80.29,55,58,27.94,broken clouds
546,Nizwa,OM,22.9333,57.5333,92.03,41,91,6.62,overcast clouds
547,Valparaiso,CL,-33.0393,-71.6273,52.48,65,0,5.75,clear sky
548,Akdepe,TM,42.0551,59.3788,80.6,20,0,11.32,clear sky
549,Menongue,AO,-14.6585,17.691,44.38,53,1,4.7,clear sky
550,Diamantino,BR,-14.4086,-56.4461,69.17,64,72,11.3,broken clouds
551,Mandalgovi,MN,45.7625,106.2708,73.76,42,58,5.28,broken clouds
552,Bereda,ES,43.2686,-7.5406,61.92,100,95,2.91,overcast clouds
553,Buala,SB,-8.145,159.5921,83.55,73,95,9.33,light rain
554,Wajima,JP,37.4,136.9,81.54,72,12,8.79,few clouds
555,Atar,MR,20.5169,-13.0499,84.24,36,19,4.65,few clouds
556,Snizhne,UA,48.0261,38.7723,69.94,63,1,3.98,clear sky
557,Manaus,BR,-3.1019,-60.025,82.89,78,0,3.44,clear sky
558,Imbituba,BR,-28.24,-48.6703,51.82,66,19,15.43,few clouds
559,Agucadoura,PT,41.4318,-8.7804,63.25,87,1,7.25,clear sky
